client,client_type,task_type,priority,task_text
Client_21,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'cuts off'.
Client_20,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'copy'.
Client_15,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'increase space'.
Client_32,Growth,Requested change,High,The client requested a specific change. Issue related to 'error'.
Client_40,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'reorder'.
Client_34,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change location'.
Client_9,Neutral,Copy revision,Normal,Review and correct the client's text. Issue related to 'spacing'.
Client_23,Growth,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'update'.
Client_28,Retention,Copy revision,Normal,Review and correct the client's text. Issue related to 'spacing'.
Client_10,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'misconfigured'.
Client_23,Neutral,Requested change,Low,The client requested a specific change. Issue related to 'simplify'.
Client_13,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'cuts off'.
Client_40,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'error'.
Client_11,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'relocate'.
Client_2,Growth,Requested change,High,The client requested a specific change. Issue related to 'lost'.
Client_40,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'delete'.
Client_20,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'does not appear'.
Client_4,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'reduce size'.
Client_22,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'align'.
Client_23,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'copy'.
Client_36,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'blocks'.
Client_29,Growth,Copy revision,Urgent,Review and correct the client's text. Issue related to 'does not respond'.
Client_40,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'align'.
Client_13,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'modify text'.
Client_32,Neutral,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'does not respond'.
Client_33,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not allow to continue'.
Client_4,Growth,New item,Normal,A new resource needs to be created from scratch. Issue related to 'reorder'.
Client_19,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'blocks'.
Client_24,Neutral,Requested change,Urgent,The client requested a specific change. Issue related to 'not visible'.
Client_37,Retention,Requested change,High,The client requested a specific change. Issue related to 'does not appear'.
Client_25,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'replace'.
Client_9,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'align'.
Client_36,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'incomplete'.
Client_26,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'not responsive / does not adapt'.
Client_31,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'spacing'.
Client_9,Retention,Requested change,Urgent,The client requested a specific change. Issue related to 'cuts off'.
Client_38,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'delete'.
Client_31,Neutral,Requested change,Normal,The client requested a specific change. Issue related to 'replace'.
Client_27,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'blocks'.
Client_38,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'bug'.
Client_34,Retention,New item,Urgent,A new resource needs to be created from scratch. Issue related to 'misconfigured'.
Client_3,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'critical'.
Client_21,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'change image'.
Client_33,Neutral,New item,Low,A new resource needs to be created from scratch. Issue related to 'improve writing'.
Client_4,Neutral,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'reorder'.
Client_34,Retention,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'not responsive / does not adapt'.
Client_35,Retention,Requested change,Normal,The client requested a specific change. Issue related to 'reduce size'.
Client_16,Growth,Requested change,Urgent,The client requested a specific change. Issue related to 'cuts off'.
Client_19,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'center'.
Client_36,Neutral,Requested change,High,The client requested a specific change. Issue related to 'does not respond'.
Client_26,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'cuts off'.
Client_6,Retention,New item,Normal,A new resource needs to be created from scratch. Issue related to 'reorder'.
Client_14,Growth,Requested change,Low,The client requested a specific change. Issue related to 'improve writing'.
Client_18,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'incomplete'.
Client_15,Retention,Copy revision,Urgent,Review and correct the client's text. Issue related to 'not responsive / does not adapt'.
Client_31,Growth,Design issue,Urgent,There is a design problem that needs to be fixed. Issue related to 'bug'.
Client_27,Retention,New item,High,A new resource needs to be created from scratch. Issue related to 'broken / is broken'.
Client_19,Retention,Copy revision,Low,Review and correct the client's text. Issue related to 'spelling'.
Client_37,Growth,Copy revision,Low,Review and correct the client's text. Issue related to 'tone'.
Client_27,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'change text'.
Client_26,Neutral,Design issue,Low,There is a design problem that needs to be fixed. Issue related to 'text style'.
Client_19,Neutral,Copy revision,High,Review and correct the client's text. Issue related to 'does not load'.
Client_22,Growth,New item,Low,A new resource needs to be created from scratch. Issue related to 'tone'.
Client_33,Retention,Design issue,Normal,There is a design problem that needs to be fixed. Issue related to 'align'.
Client_11,Neutral,Requested change,Low,The client requested a specific change. Issue related to 'change text'.
Client_22,Neutral,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'does not respond'.
Client_28,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'does not load'.
Client_12,Neutral,New item,Normal,A new resource needs to be created from scratch. Issue related to 'increase space'.
Client_1,Growth,Design issue,High,There is a design problem that needs to be fixed. Issue related to 'blocks'.
Client_22,Retention,Copy revision,High,Review and correct the client's text. Issue related to 'does not allow to continue'.
